Power plant;HV-B Station;HV-A Station;LV Station;Company;Individual;Capacity;Load
1;-;-;1496;-;1309194;-;4001
1;-;-;1496;-;1309195;-;5358
1;-;-;1496;-;1309196;-;3992
1;-;-;1496;-;1309197;-;4040
1;-;-;1496;-;1309198;-;4161
1;-;-;1496;-;1309199;-;4995
1;-;-;1496;-;1309200;-;4204
1;-;-;1496;-;1309201;-;5431
1;-;-;1496;-;1309202;-;4861
1;-;5;1497;-;-;570062;-
1;-;-;1497;9910;-;-;15987
1;-;-;1497;9911;-;-;12610
1;-;-;1497;9912;-;-;15738
1;-;-;1497;9913;-;-;11434
1;-;-;1497;9914;-;-;15358
1;-;-;1497;9915;-;-;11860
1;-;-;1497;-;1309203;-;4406
1;-;-;1497;-;1309204;-;4767
1;-;-;1497;-;1309205;-;3807
1;-;-;1497;-;1309206;-;4297
1;-;-;1497;-;1309207;-;4456
1;-;-;1497;-;1309208;-;4333
1;-;-;1497;-;1309209;-;4055
1;-;-;1497;-;1309210;-;5030
1;-;-;1497;-;1309211;-;5539
1;-;-;1497;-;1309212;-;3982
1;-;-;1497;-;1309213;-;4218
1;-;-;1497;-;1309214;-;4979
1;-;-;1497;-;1309215;-;5032
1;-;-;1497;-;1309216;-;4034
1;-;-;1497;-;1309217;-;5222
1;-;-;1497;-;1309218;-;5336
1;-;-;1497;-;1309219;-;5374
1;-;-;1497;-;1309220;-;4378
1;-;-;1497;-;1309221;-;5402
1;-;-;1497;-;1309222;-;4781
1;-;-;1497;-;1309223;-;3776
1;-;-;1497;-;1309224;-;4968
1;-;-;1497;-;1309225;-;4341
1;-;-;1497;-;1309226;-;4100
1;-;-;1497;-;1309227;-;4811
1;-;-;1497;-;1309228;-;4054
1;-;-;1497;-;1309229;-;4646
1;-;-;1497;-;1309230;-;4733
1;-;-;1497;-;1309231;-;4923
1;-;-;1497;-;1309232;-;4433
1;-;-;1497;-;1309233;-;4160
1;-;-;1497;-;1309234;-;5270
1;-;-;1497;-;1309235;-;4947
1;-;-;1497;-;1309236;-;4162
1;-;-;1497;-;1309237;-;4338
1;-;-;1497;-;1309238;-;4848
1;-;-;1497;-;1309239;-;4113
1;-;-;1497;-;1309240;-;5166
1;-;-;1497;-;1309241;-;5118
1;-;-;1497;-;1309242;-;3998
1;-;-;1497;-;1309243;-;3948
1;-;-;1497;-;1309244;-;4570
1;-;5;1498;-;-;469278;-
1;-;-;1498;9916;-;-;10905
1;-;-;1498;9917;-;-;15693
1;-;-;1498;9918;-;-;11234
1;-;-;1498;9919;-;-;10962
1;-;-;1498;9920;-;-;12353
1;-;-;1498;9921;-;-;14616
1;-;-;1498;-;1309245;-;5427
1;-;-;1498;-;1309246;-;3790
1;-;-;1498;-;1309247;-;5405
1;-;-;1498;-;1309248;-;5324
1;-;-;1498;-;1309249;-;4000
1;-;-;1498;-;1309250;-;5091
1;-;-;1498;-;1309251;-;4223
1;-;-;1498;-;1309252;-;4300
1;-;-;1498;-;1309253;-;4281
1;-;-;1498;-;1309254;-;5442
1;-;-;1498;-;1309255;-;4950
1;-;-;1498;-;1309256;-;5565
1;-;-;1498;-;1309257;-;4969
1;-;-;1498;-;1309258;-;5497
1;-;-;1498;-;1309259;-;4215
1;-;-;1498;-;1309260;-;5500
1;-;-;1498;-;1309261;-;5629
1;-;-;1498;-;1309262;-;5515
1;-;-;1498;-;1309263;-;3877
1;-;-;1498;-;1309264;-;4203
1;-;-;1498;-;1309265;-;4869
1;-;-;1498;-;1309266;-;4517
1;-;-;1498;-;1309267;-;4704
1;-;-;1498;-;1309268;-;4627
1;-;-;1498;-;1309269;-;4829
1;-;-;1498;-;1309270;-;5062
1;-;-;1498;-;1309271;-;4583
1;-;-;1498;-;1309272;-;4020
1;-;-;1498;-;1309273;-;5125
1;-;-;1498;-;1309274;-;4503
1;-;-;1498;-;1309275;-;4723
1;-;5;1499;-;-;552908;-
1;-;-;1499;9922;-;-;12204
1;-;-;1499;9923;-;-;14503
1;-;-;1499;9924;-;-;13944
1;-;-;1499;9925;-;-;15862
1;-;-;1499;9926;-;-;14489
1;-;-;1499;9927;-;-;12688
1;-;-;1499;9928;-;-;12796
1;-;-;1499;-;1309276;-;5108
1;-;-;1499;-;1309277;-;5042
1;-;-;1499;-;1309278;-;4109
1;-;-;1499;-;1309279;-;5154
1;-;-;1499;-;1309280;-;5094
1;-;-;1499;-;1309281;-;4455
1;-;-;1499;-;1309282;-;4113
1;-;-;1499;-;1309283;-;5370
1;-;-;1499;-;1309284;-;3933
1;-;-;1499;-;1309285;-;5585
1;-;-;1499;-;1309286;-;4469
1;-;-;1499;-;1309287;-;4335
1;-;-;1499;-;1309288;-;5022
1;-;-;1499;-;1309289;-;4832
1;-;-;1499;-;1309290;-;4279
1;-;-;1499;-;1309291;-;3821
1;-;-;1499;-;1309292;-;4373
1;-;-;1499;-;1309293;-;4694
1;-;-;1499;-;1309294;-;4299
1;-;-;1499;-;1309295;-;4212
1;-;-;1499;-;1309296;-;4274
1;-;-;1499;-;1309297;-;4795
1;-;-;1499;-;1309298;-;4339
1;-;-;1499;-;1309299;-;5492
1;-;-;1499;-;1309300;-;4299
1;-;-;1499;-;1309301;-;5204
1;-;-;1499;-;1309302;-;4194
1;-;-;1499;-;1309303;-;5055
1;-;-;1499;-;1309304;-;3921
1;-;-;1499;-;1309305;-;5597
1;-;-;1499;-;1309306;-;5487
1;-;-;1499;-;1309307;-;5224
1;-;-;1499;-;1309308;-;4490
1;-;-;1499;-;1309309;-;5102
1;-;-;1499;-;1309310;-;5358
1;-;-;1499;-;1309311;-;4032
1;-;-;1499;-;1309312;-;4777
1;-;-;1499;-;1309313;-;5065
1;-;-;1499;-;1309314;-;4711
1;-;-;1499;-;1309315;-;4282
1;-;-;1499;-;1309316;-;5455
1;-;-;1499;-;1309317;-;5222
1;-;-;1499;-;1309318;-;4457
1;-;-;1499;-;1309319;-;4988
1;-;5;1500;-;-;548979;-
1;-;-;1500;9929;-;-;15113
1;-;-;1500;9930;-;-;12505
1;-;-;1500;9931;-;-;15148
1;-;-;1500;9932;-;-;15174
1;-;-;1500;9933;-;-;14041
1;-;-;1500;9934;-;-;13661
1;-;-;1500;-;1309320;-;5214
1;-;-;1500;-;1309321;-;4998
1;-;-;1500;-;1309322;-;4684
1;-;-;1500;-;1309323;-;4505
1;-;-;1500;-;1309324;-;4295
1;-;-;1500;-;1309325;-;5194
1;-;-;1500;-;1309326;-;4757
1;-;-;1500;-;1309327;-;4632
1;-;-;1500;-;1309328;-;5493
1;-;-;1500;-;1309329;-;4362
1;-;-;1500;-;1309330;-;5086
1;-;-;1500;-;1309331;-;5377
1;-;-;1500;-;1309332;-;4857
1;-;-;1500;-;1309333;-;5278
1;-;-;1500;-;1309334;-;5563
1;-;-;1500;-;1309335;-;3958
1;-;-;1500;-;1309336;-;4297
1;-;-;1500;-;1309337;-;5572
1;-;-;1500;-;1309338;-;5536
1;-;-;1500;-;1309339;-;5455
1;-;-;1500;-;1309340;-;5233
1;-;-;1500;-;1309341;-;5331
1;-;-;1500;-;1309342;-;5549
1;-;-;1500;-;1309343;-;5296
1;-;-;1500;-;1309344;-;4402
1;-;-;1500;-;1309345;-;3920
1;-;-;1500;-;1309346;-;4866
1;-;-;1500;-;1309347;-;4194
1;-;-;1500;-;1309348;-;4949
1;-;-;1500;-;1309349;-;4642
1;-;-;1500;-;1309350;-;5130
1;-;-;1500;-;1309351;-;4655
1;-;-;1500;-;1309352;-;3871
1;-;-;1500;-;1309353;-;5049
1;-;-;1500;-;1309354;-;5614
1;-;-;1500;-;1309355;-;5227
1;-;-;1500;-;1309356;-;4828
1;-;-;1500;-;1309357;-;4842
1;-;5;1501;-;-;637424;-
1;-;-;1501;9935;-;-;14993
1;-;-;1501;9936;-;-;16227
1;-;-;1501;9937;-;-;12109
1;-;-;1501;9938;-;-;11564
1;-;-;1501;9939;-;-;11994
1;-;-;1501;9940;-;-;14561
1;-;-;1501;9941;-;-;12538
1;-;-;1501;-;1309358;-;5484
1;-;-;1501;-;1309359;-;4099
1;-;-;1501;-;1309360;-;5233
1;-;-;1501;-;1309361;-;5568
1;-;-;1501;-;1309362;-;3972
1;-;-;1501;-;1309363;-;5469
1;-;-;1501;-;1309364;-;5630
1;-;-;1501;-;1309365;-;4559
1;-;-;1501;-;1309366;-;5118
1;-;-;1501;-;1309367;-;4136
1;-;-;1501;-;1309368;-;5578
1;-;-;1501;-;1309369;-;5015
1;-;-;1501;-;1309370;-;4786
1;-;-;1501;-;1309371;-;4070
1;-;-;1501;-;1309372;-;5251
1;-;-;1501;-;1309373;-;3868
1;-;-;1501;-;1309374;-;5274
1;-;-;1501;-;1309375;-;4898
1;-;-;1501;-;1309376;-;4291
1;-;-;1501;-;1309377;-;4019
1;-;-;1501;-;1309378;-;4973
1;-;-;1501;-;1309379;-;5452
1;-;-;1501;-;1309380;-;4825
1;-;-;1501;-;1309381;-;3943
1;-;-;1501;-;1309382;-;5075
1;-;-;1501;-;1309383;-;5376
1;-;-;1501;-;1309384;-;5451
1;-;-;1501;-;1309385;-;3895
1;-;-;1501;-;1309386;-;4811
1;-;-;1501;-;1309387;-;4552
1;-;-;1501;-;1309388;-;4145
1;-;-;1501;-;1309389;-;5149
1;-;-;1501;-;1309390;-;5479
1;-;-;1501;-;1309391;-;4395
1;-;-;1501;-;1309392;-;3865
1;-;-;1501;-;1309393;-;5186
1;-;-;1501;-;1309394;-;3938
1;-;-;1501;-;1309395;-;3967
1;-;-;1501;-;1309396;-;4732
1;-;-;1501;-;1309397;-;5637
1;-;-;1501;-;1309398;-;5006
1;-;-;1501;-;1309399;-;4749
1;-;-;1501;-;1309400;-;4873
1;-;-;1501;-;1309401;-;3817
1;-;-;1501;-;1309402;-;3812
1;-;-;1501;-;1309403;-;4326
1;-;5;1502;-;-;443451;-
1;-;-;1502;9942;-;-;16012
1;-;-;1502;9943;-;-;13389
1;-;-;1502;9944;-;-;14463
1;-;-;1502;9945;-;-;14837
1;-;-;1502;9946;-;-;16293
1;-;-;1502;9947;-;-;11762
1;-;-;1502;-;1309404;-;4938
1;-;-;1502;-;1309405;-;4881
1;-;-;1502;-;1309406;-;5338
1;-;-;1502;-;1309407;-;4174
1;-;-;1502;-;1309408;-;4342
1;-;-;1502;-;1309409;-;4001
1;-;-;1502;-;1309410;-;4545
1;-;-;1502;-;1309411;-;4088
1;-;-;1502;-;1309412;-;5522
1;-;-;1502;-;1309413;-;4707
1;-;-;1502;-;1309414;-;4377
1;-;-;1502;-;1309415;-;3801
1;-;-;1502;-;1309416;-;4905
1;-;-;1502;-;1309417;-;4279
1;-;-;1502;-;1309418;-;5206
1;-;-;1502;-;1309419;-;5182
1;-;-;1502;-;1309420;-;5079
1;-;-;1502;-;1309421;-;5425
1;-;-;1502;-;1309422;-;5447
1;-;-;1502;-;1309423;-;4837
1;-;-;1502;-;1309424;-;4249
1;-;-;1502;-;1309425;-;4359
1;-;-;1502;-;1309426;-;5525
1;-;-;1502;-;1309427;-;5228
1;-;-;1502;-;1309428;-;4203
1;-;-;1502;-;1309429;-;5263
1;-;-;1502;-;1309430;-;5353
1;-;-;1502;-;1309431;-;4970
1;-;-;1502;-;1309432;-;5130
1;-;-;1502;-;1309433;-;5452
1;-;-;1502;-;1309434;-;4091
1;-;-;1502;-;1309435;-;4078
1;-;-;1502;-;1309436;-;4028
1;-;-;1502;-;1309437;-;4080
1;-;-;1502;-;1309438;-;5329
1;-;-;1502;-;1309439;-;4024
1;-;-;1502;-;1309440;-;4027
1;-;-;1502;-;1309441;-;4105
1;-;-;1502;-;1309442;-;5391
1;-;-;1502;-;1309443;-;5025
1;-;-;1502;-;1309444;-;3906
1;-;-;1502;-;1309445;-;4945
1;-;5;1503;-;-;633722;-
1;-;-;1503;9948;-;-;11203
1;-;-;1503;9949;-;-;13543
1;-;-;1503;9950;-;-;15686
1;-;-;1503;9951;-;-;11369
1;-;-;1503;9952;-;-;12007
1;-;-;1503;9953;-;-;16174
1;-;-;1503;9954;-;-;15947
1;-;-;1503;-;1309446;-;5603
1;-;-;1503;-;1309447;-;5350
1;-;-;1503;-;1309448;-;4790
1;-;-;1503;-;1309449;-;5087
1;-;-;1503;-;1309450;-;4409
1;-;-;1503;-;1309451;-;3934
1;-;-;1503;-;1309452;-;5178
1;-;-;1503;-;1309453;-;4475
1;-;-;1503;-;1309454;-;4470
1;-;-;1503;-;1309455;-;5531
1;-;-;1503;-;1309456;-;4279
1;-;-;1503;-;1309457;-;5537
1;-;-;1503;-;1309458;-;4901
1;-;-;1503;-;1309459;-;4831
1;-;-;1503;-;1309460;-;3889
1;-;-;1503;-;1309461;-;5635
1;-;-;1503;-;1309462;-;4048
1;-;-;1503;-;1309463;-;4051
1;-;-;1503;-;1309464;-;4960
1;-;-;1503;-;1309465;-;4323
1;-;-;1503;-;1309466;-;5135
1;-;-;1503;-;1309467;-;5624
1;-;-;1503;-;1309468;-;5043
1;-;-;1503;-;1309469;-;4905
1;-;-;1503;-;1309470;-;5310
1;-;-;1503;-;1309471;-;4331
1;-;-;1503;-;1309472;-;4075
1;-;-;1503;-;1309473;-;4837
1;-;-;1503;-;1309474;-;4456
1;-;-;1503;-;1309475;-;4743
1;-;-;1503;-;1309476;-;4363
1;-;-;1503;-;1309477;-;4477
1;-;-;1503;-;1309478;-;4477
1;-;-;1503;-;1309479;-;5015
1;-;5;1504;-;-;585729;-
1;-;-;1504;9955;-;-;10935
1;-;-;1504;9956;-;-;12376
1;-;-;1504;9957;-;-;16188
1;-;-;1504;9958;-;-;15514
1;-;-;1504;9959;-;-;14253
1;-;-;1504;9960;-;-;13940
1;-;-;1504;9961;-;-;11651
1;-;-;1504;-;1309480;-;4998
1;-;-;1504;-;1309481;-;3762
1;-;-;1504;-;1309482;-;5002
1;-;-;1504;-;1309483;-;4339
1;-;-;1504;-;1309484;-;4995
1;-;-;1504;-;1309485;-;3826
1;-;-;1504;-;1309486;-;5263
1;-;-;1504;-;1309487;-;5226
1;-;-;1504;-;1309488;-;4651
1;-;-;1504;-;1309489;-;5058
1;-;-;1504;-;1309490;-;5399
1;-;-;1504;-;1309491;-;4615
1;-;-;1504;-;1309492;-;4165
1;-;-;1504;-;1309493;-;3918
1;-;-;1504;-;1309494;-;4163
1;-;-;1504;-;1309495;-;4439
1;-;-;1504;-;1309496;-;4370
1;-;-;1504;-;1309497;-;4695
1;-;-;1504;-;1309498;-;5018
1;-;-;1504;-;1309499;-;5466
1;-;-;1504;-;1309500;-;4037
1;-;-;1504;-;1309501;-;4859
1;-;-;1504;-;1309502;-;5173
1;-;-;1504;-;1309503;-;3971
1;-;-;1504;-;1309504;-;4060
1;-;-;1504;-;1309505;-;4435
1;-;-;1504;-;1309506;-;4176
1;-;-;1504;-;1309507;-;4084
1;-;-;1504;-;1309508;-;4754
1;-;-;1504;-;1309509;-;5322
1;-;-;1504;-;1309510;-;5398
1;-;-;1504;-;1309511;-;4599
1;-;-;1504;-;1309512;-;5324
1;-;-;1504;-;1309513;-;5452
1;-;5;1505;-;-;569079;-
1;-;-;1505;9962;-;-;12627
1;-;-;1505;9963;-;-;11286
1;-;-;1505;9964;-;-;16041
1;-;-;1505;9965;-;-;14906
1;-;-;1505;9966;-;-;13878
1;-;-;1505;-;1309514;-;4962
1;-;-;1505;-;1309515;-;5141
1;-;-;1505;-;1309516;-;4614
1;-;-;1505;-;1309517;-;5224
1;-;-;1505;-;1309518;-;3840
1;-;-;1505;-;1309519;-;5284
1;-;-;1505;-;1309520;-;4054
1;-;-;1505;-;1309521;-;4397
1;-;-;1505;-;1309522;-;4556
1;-;-;1505;-;1309523;-;4459
1;-;-;1505;-;1309524;-;4204
1;-;-;1505;-;1309525;-;4270
1;-;-;1505;-;1309526;-;3906
1;-;-;1505;-;1309527;-;5011
1;-;-;1505;-;1309528;-;5155
1;-;-;1505;-;1309529;-;4259
1;-;-;1505;-;1309530;-;3914
1;-;-;1505;-;1309531;-;4340
1;-;-;1505;-;1309532;-;5132
1;-;-;1505;-;1309533;-;5587
1;-;-;1505;-;1309534;-;3893
1;-;-;1505;-;1309535;-;5589
1;-;-;1505;-;1309536;-;4582
1;-;-;1505;-;1309537;-;5602
1;-;-;1505;-;1309538;-;4423
1;-;-;1505;-;1309539;-;4570
1;-;-;1505;-;1309540;-;3801
1;-;-;1505;-;1309541;-;4700
1;-;-;1505;-;1309542;-;5068
1;-;-;1505;-;1309543;-;3972
1;-;-;1505;-;1309544;-;5421
1;-;-;1505;-;1309545;-;5496
1;-;-;1505;-;1309546;-;3793
1;-;-;1505;-;1309547;-;5498
1;-;-;1505;-;1309548;-;4883
1;-;-;1505;-;1309549;-;3926
1;-;5;1506;-;-;561532;-
1;-;-;1506;9967;-;-;14444
1;-;-;1506;9968;-;-;13375
1;-;-;1506;9969;-;-;14065
1;-;-;1506;9970;-;-;11181
1;-;-;1506;9971;-;-;11455
1;-;-;1506;9972;-;-;13330
1;-;-;1506;9973;-;-;14974
1;-;-;1506;9974;-;-;14696
1;-;-;1506;-;1309550;-;5282
1;-;-;1506;-;1309551;-;5138
1;-;-;1506;-;1309552;-;5400
1;-;-;1506;-;1309553;-;3799
1;-;-;1506;-;1309554;-;3936
1;-;-;1506;-;1309555;-;4124
1;-;-;1506;-;1309556;-;4208
1;-;-;1506;-;1309557;-;4490
1;-;-;1506;-;1309558;-;4442
1;-;-;1506;-;1309559;-;4363
1;-;-;1506;-;1309560;-;4834
1;-;-;1506;-;1309561;-;4049
1;-;-;1506;-;1309562;-;5434
1;-;-;1506;-;1309563;-;4050
1;-;-;1506;-;1309564;-;4812
1;-;-;1506;-;1309565;-;5479
1;-;-;1506;-;1309566;-;4311
1;-;-;1506;-;1309567;-;4189
1;-;-;1506;-;1309568;-;4647
1;-;-;1506;-;1309569;-;3921
1;-;-;1506;-;1309570;-;5210
1;-;-;1506;-;1309571;-;4439
1;-;-;1506;-;1309572;-;4798
1;-;-;1506;-;1309573;-;5189
1;-;-;1506;-;1309574;-;4895
1;-;-;1506;-;1309575;-;4468
1;-;-;1506;-;1309576;-;3808
1;-;-;1506;-;1309577;-;4474
1;-;-;1506;-;1309578;-;4940
1;-;-;1506;-;1309579;-;5102
1;-;-;1506;-;1309580;-;4972
1;-;-;1506;-;1309581;-;4544
1;-;-;1506;-;1309582;-;5385
1;-;-;1506;-;1309583;-;4295
1;-;-;1506;-;1309584;-;4534
1;-;-;1506;-;1309585;-;4872
1;-;-;1506;-;1309586;-;4118
1;-;-;1506;-;1309587;-;4100
1;-;5;1507;-;-;558292;-
1;-;-;1507;9975;-;-;12314
1;-;-;1507;9976;-;-;15307
1;-;-;1507;9977;-;-;14625
1;-;-;1507;9978;-;-;14222
1;-;-;1507;9979;-;-;15039
1;-;-;1507;9980;-;-;15924
1;-;-;1507;9981;-;-;14244
1;-;-;1507;-;1309588;-;4208
1;-;-;1507;-;1309589;-;5142
1;-;-;1507;-;1309590;-;4149
1;-;-;1507;-;1309591;-;4616
1;-;-;1507;-;1309592;-;4410
1;-;-;1507;-;1309593;-;5329
1;-;-;1507;-;1309594;-;4857
1;-;-;1507;-;1309595;-;4776
1;-;-;1507;-;1309596;-;4725
1;-;-;1507;-;1309597;-;4446
1;-;-;1507;-;1309598;-;5333
1;-;-;1507;-;1309599;-;4459
1;-;-;1507;-;1309600;-;5053
1;-;-;1507;-;1309601;-;4576
1;-;-;1507;-;1309602;-;4448
1;-;-;1507;-;1309603;-;5060
1;-;-;1507;-;1309604;-;5352
1;-;-;1507;-;1309605;-;4622
1;-;-;1507;-;1309606;-;4432
1;-;-;1507;-;1309607;-;5631
1;-;-;1507;-;1309608;-;4458
1;-;-;1507;-;1309609;-;4288
1;-;-;1507;-;1309610;-;5228
1;-;-;1507;-;1309611;-;3808
1;-;-;1507;-;1309612;-;5480
1;-;-;1507;-;1309613;-;4726
1;-;-;1507;-;1309614;-;5534
1;-;-;1507;-;1309615;-;5344
1;-;-;1507;-;1309616;-;4582
1;-;-;1507;-;1309617;-;5543
1;-;-;1507;-;1309618;-;5378
1;-;-;1507;-;1309619;-;4865
1;-;-;1507;-;1309620;-;4750
1;-;-;1507;-;1309621;-;5342
1;-;-;1507;-;1309622;-;3930
1;-;-;1507;-;1309623;-;4401
1;-;-;1507;-;1309624;-;4299
1;-;-;1507;-;1309625;-;5496
1;-;-;1507;-;1309626;-;4040
1;-;-;1507;-;1309627;-;4045
1;-;-;1507;-;1309628;-;5534
1;-;-;1507;-;1309629;-;5493
1;-;5;1508;-;-;431460;-
1;-;-;1508;9982;-;-;13253
1;-;-;1508;9983;-;-;14417
1;-;-;1508;9984;-;-;15915
1;-;-;1508;9985;-;-;12187
1;-;-;1508;9986;-;-;11530
1;-;-;1508;9987;-;-;13013
1;-;-;1508;-;1309630;-;4130
1;-;-;1508;-;1309631;-;3972
1;-;-;1508;-;1309632;-;5157
1;-;-;1508;-;1309633;-;4317
1;-;-;1508;-;1309634;-;5366
1;-;-;1508;-;1309635;-;3845
1;-;-;1508;-;1309636;-;4512
1;-;-;1508;-;1309637;-;4860
1;-;-;1508;-;1309638;-;5393
1;-;-;1508;-;1309639;-;5481
1;-;-;1508;-;1309640;-;4607
1;-;-;1508;-;1309641;-;4960
1;-;-;1508;-;1309642;-;4103
1;-;-;1508;-;1309643;-;5341
1;-;-;1508;-;1309644;-;5448
1;-;-;1508;-;1309645;-;4312
1;-;-;1508;-;1309646;-;5230
1;-;-;1508;-;1309647;-;4597
1;-;-;1508;-;1309648;-;4257
1;-;-;1508;-;1309649;-;4034
1;-;-;1508;-;1309650;-;5301
1;-;-;1508;-;1309651;-;5250
1;-;-;1508;-;1309652;-;5358
1;-;-;1508;-;1309653;-;5504
1;-;-;1508;-;1309654;-;5618
1;-;-;1508;-;1309655;-;4205
1;-;-;1508;-;1309656;-;4971
1;-;-;1508;-;1309657;-;4646
1;-;-;1508;-;1309658;-;4125
1;-;-;1508;-;1309659;-;5592
1;-;-;1508;-;1309660;-;5633
1;-;-;1508;-;1309661;-;4460
1;-;-;1508;-;1309662;-;4315
1;-;-;1508;-;1309663;-;5503
1;-;-;1508;-;1309664;-;4478
1;-;-;1508;-;1309665;-;4318
1;-;-;1508;-;1309666;-;5105
1;-;-;1508;-;1309667;-;3780
1;-;-;1508;-;1309668;-;3758
1;-;-;1508;-;1309669;-;4991
1;-;-;1508;-;1309670;-;3961
1;-;-;1508;-;1309671;-;4717
1;-;5;1509;-;-;635540;-
1;-;-;1509;9988;-;-;13338
1;-;-;1509;9989;-;-;11130
1;-;-;1509;9990;-;-;12879
1;-;-;1509;9991;-;-;13078
1;-;-;1509;9992;-;-;13571
1;-;-;1509;9993;-;-;15404
1;-;-;1509;9994;-;-;14315
1;-;-;1509;-;1309672;-;4823
1;-;-;1509;-;1309673;-;4783
1;-;-;1509;-;1309674;-;3926
1;-;-;1509;-;1309675;-;5515
1;-;-;1509;-;1309676;-;4546
1;-;-;1509;-;1309677;-;5615
1;-;-;1509;-;1309678;-;4577
1;-;-;1509;-;1309679;-;5128
1;-;-;1509;-;1309680;-;4361
1;-;-;1509;-;1309681;-;4743
1;-;-;1509;-;1309682;-;3795
1;-;-;1509;-;1309683;-;4018
1;-;-;1509;-;1309684;-;4343
1;-;-;1509;-;1309685;-;4783
1;-;-;1509;-;1309686;-;4508
1;-;-;1509;-;1309687;-;4300
1;-;-;1509;-;1309688;-;5276
1;-;-;1509;-;1309689;-;5455
1;-;-;1509;-;1309690;-;4508
1;-;-;1509;-;1309691;-;5343
1;-;-;1509;-;1309692;-;4697
1;-;-;1509;-;1309693;-;3899
1;-;-;1509;-;1309694;-;5132
1;-;-;1509;-;1309695;-;5127
1;-;-;1509;-;1309696;-;4684
1;-;-;1509;-;1309697;-;3901
1;-;-;1509;-;1309698;-;3773
1;-;-;1509;-;1309699;-;5029
1;-;-;1509;-;1309700;-;3837
1;-;-;1509;-;1309701;-;4191
1;-;-;1509;-;1309702;-;4321
1;-;-;1509;-;1309703;-;3881
1;-;-;1509;-;1309704;-;4213
1;-;-;1509;-;1309705;-;4819
1;-;-;1509;-;1309706;-;4827
1;-;-;1509;-;1309707;-;3866
1;-;-;1509;-;1309708;-;4643
1;-;-;1509;-;1309709;-;4706
1;-;-;1509;-;1309710;-;4115
1;-;-;1509;-;1309711;-;4459
1;-;-;1509;-;1309712;-;4008
1;-;-;1509;-;1309713;-;4528
1;-;-;1509;-;1309714;-;4110
1;-;-;1509;-;1309715;-;4590
1;-;-;1509;-;1309716;-;5131
1;-;-;1509;-;1309717;-;3886
1;-;-;1509;-;1309718;-;4335
1;-;-;1509;-;1309719;-;4084
1;-;-;1509;-;1309720;-;5441
1;-;5;1510;-;-;414362;-
1;-;-;1510;9995;-;-;14108
1;-;-;1510;9996;-;-;11681
1;-;-;1510;9997;-;-;12834
1;-;-;1510;9998;-;-;13716
1;-;-;1510;9999;-;-;12652
1;-;-;1510;-;1309721;-;5219
1;-;-;1510;-;1309722;-;5219
1;-;-;1510;-;1309723;-;4511
1;-;-;1510;-;1309724;-;3955
1;-;-;1510;-;1309725;-;4903
1;-;-;1510;-;1309726;-;5132
1;-;-;1510;-;1309727;-;5311
1;-;-;1510;-;1309728;-;3758
1;-;-;1510;-;1309729;-;5424
1;-;-;1510;-;1309730;-;3891
1;-;-;1510;-;1309731;-;5535
1;-;-;1510;-;1309732;-;4844
1;-;-;1510;-;1309733;-;4324
1;-;-;1510;-;1309734;-;3800
1;-;-;1510;-;1309735;-;4311
1;-;-;1510;-;1309736;-;5187
1;-;-;1510;-;1309737;-;4382
1;-;-;1510;-;1309738;-;3943
1;-;-;1510;-;1309739;-;5030
1;-;-;1510;-;1309740;-;4873
1;-;-;1510;-;1309741;-;3821
1;-;-;1510;-;1309742;-;4315
1;-;-;1510;-;1309743;-;5222
1;-;-;1510;-;1309744;-;4106
1;-;-;1510;-;1309745;-;4510
1;-;-;1510;-;1309746;-;4049
1;-;-;1510;-;1309747;-;3786
1;-;-;1510;-;1309748;-;4416
1;-;-;1510;-;1309749;-;4530
1;-;-;1510;-;1309750;-;4759
1;-;-;1510;-;1309751;-;4372
1;-;-;1510;-;1309752;-;5525
1;-;-;1510;-;1309753;-;5140
1;-;-;1510;-;1309754;-;3878
1;-;-;1510;-;1309755;-;3962
1;-;-;1510;-;1309756;-;5155
1;-;5;1511;-;-;520658;-
1;-;-;1511;10000;-;-;10899
1;-;-;1511;10001;-;-;15586
1;-;-;1511;10002;-;-;16030
1;-;-;1511;10003;-;-;15967
1;-;-;1511;10004;-;-;12910
1;-;-;1511;10005;-;-;15026
1;-;-;1511;10006;-;-;14015
1;-;-;1511;-;1309757;-;4321
1;-;-;1511;-;1309758;-;5498
1;-;-;1511;-;1309759;-;4662
1;-;-;1511;-;1309760;-;5211
1;-;-;1511;-;1309761;-;5586
1;-;-;1511;-;1309762;-;4529
1;-;-;1511;-;1309763;-;5516
1;-;-;1511;-;1309764;-;5331
1;-;-;1511;-;1309765;-;3873
1;-;-;1511;-;1309766;-;5319
1;-;-;1511;-;1309767;-;4903
1;-;-;1511;-;1309768;-;4809
1;-;-;1511;-;1309769;-;4650
1;-;-;1511;-;1309770;-;5210
1;-;-;1511;-;1309771;-;3846
1;-;-;1511;-;1309772;-;4958
1;-;-;1511;-;1309773;-;5284
1;-;-;1511;-;1309774;-;5066
1;-;-;1511;-;1309775;-;4660
1;-;-;1511;-;1309776;-;4858
1;-;-;1511;-;1309777;-;4977
1;-;-;1511;-;1309778;-;3897
1;-;-;1511;-;1309779;-;5588
1;-;-;1511;-;1309780;-;5064
1;-;-;1511;-;1309781;-;4882
1;-;-;1511;-;1309782;-;3939
1;-;-;1511;-;1309783;-;5151
1;-;-;1511;-;1309784;-;5411
1;-;-;1511;-;1309785;-;4782
